Data de Compra;Nome no Cartão;Final do Cartão;Categoria;Descrição;Parcela;Valor (em US$);Cotação (em R$);Valor (em R$)
16/11/2024;VIN DIESEL;1115;Supermercados / Mercearia / Padarias / Lojas de Conveniência;COTRIJAL;10/10;0;0;48.49
18/06/2025;VIN DIESEL;1115;Materiais de construção para casa;COLORTINTAS;3/3;0;0;301.66
13/08/2025;VIN DIESEL;1115;Serviços de telecomunicações;PAYPAL *CONTABO        89;Única;0;0;3.45
13/08/2025;VIN DIESEL;1115;Serviços de telecomunicações;PAYPAL *CONTABO        89;Única;17.34;5.69;98.64
13/08/2025;VIN DIESEL;1115;Serviços de telecomunicações;PAYPAL *HEG US INC     40;Única;42.73;5.69;243.06
13/08/2025;VIN DIESEL;1115;Serviços de telecomunicações;PAYPAL *HEG US INC     40;Única;0;0;8.51
14/08/2025;VIN DIESEL;1115;Serviços de telecomunicações;PAYPAL *HEG US INC     40;Única;0;0;14.50
14/08/2025;VIN DIESEL;1115;Serviços de telecomunicações;PAYPAL *HEG US INC     40;Única;72.99;5.68;414.24
15/08/2025;VIN DIESEL;1115;Associação;STOK CENTER 80;Única;0;0;194.85
15/08/2025;VIN DIESEL;1115;Supermercados / Mercearia / Padarias / Lojas de Conveniência;CASA DE CARNES GOEDEL;Única;0;0;110.68
18/08/2025;VIN DIESEL;1115;Construção;DELIMAEXTINTORES;Única;0;0;80.00
19/08/2025;VIN DIESEL;1115;Serviços de telecomunicações;PAYPAL *CONTABO        35;Única;0;0;1.76
19/08/2025;VIN DIESEL;1115;Serviços de telecomunicações;PAYPAL *CONTABO        35;Única;8.84;5.70;50.38
20/08/2025;VIN DIESEL;1115;-;"Inclusao de Pagamento    ";Única;0;0;-15386.04
21/08/2025;VIN DIESEL;1115;Relacionados a Automotivo;POSTO SHOPPING;Única;0;0;252.00
23/08/2025;VIN DIESEL;1115;Serviços de telecomunicações;PAYPAL *HEG US INC     40;Única;96.21;5.77;555.13
23/08/2025;VIN DIESEL;1115;Serviços de telecomunicações;PAYPAL *HEG US INC     40;Única;0;0;19.43
23/08/2025;VIN DIESEL;1115;Serviços de telecomunicações;PAYPAL *HEG US INC     40;Única;73.27;5.77;422.77
23/08/2025;VIN DIESEL;1115;Serviços de telecomunicações;PAYPAL *HEG US INC     40;Única;0;0;14.80
