Data de Compra;Nome no Cartão;Final do Cartão;Categoria;Descrição;Parcela;Valor (em US$);Cotação (em R$);Valor (em R$)
12/10/2024;VIN DIESEL;1115;Departamento / Desconto;HUB*NETSHOES;7/10;0;0;52.99
28/10/2024;VIN DIESEL;1115;Assistência médica e odontológica;OPTICA RUDI;7/10;0;0;162.00
16/11/2024;VIN DIESEL;1115;Supermercados / Mercearia / Padarias / Lojas de Conveniência;COTRIJAL;6/10;0;0;48.49
14/04/2025;VIN DIESEL;1115;Relacionados a Automotivo;POSTOSHOPPING;Única;0;0;273.35
16/04/2025;VIN DIESEL;1115;Associação;STOK CENTER 80;Única;0;0;951.77
16/04/2025;VIN DIESEL;1115;Supermercados / Mercearia / Padarias / Lojas de Conveniência;KATIELI PICCOLI 03390;Única;0;0;24.00
19/04/2025;VIN DIESEL;1115;Supermercados / Mercearia / Padarias / Lojas de Conveniência;SUPERMERCADO DO MANO;Única;0;0;180.59
19/04/2025;VIN DIESEL;1115;Supermercados / Mercearia / Padarias / Lojas de Conveniência;SUPERMERCADO DO MANO;Única;0;0;14.25
22/04/2025;VIN DIESEL;1115;-;"Inclusao de Pagamento    ";Única;0;0;-8492.18
25/04/2025;VIN DIESEL;1115;Relacionados a Automotivo;REDE MAIS;Única;0;0;365.11
26/04/2025;VIN DIESEL;1115;Empresa para empresa;AMAZON MUSIC;Única;0;0;34.90
30/04/2025;VIN DIESEL;1115;Departamento / Desconto;QUERO QUERO FL 122;Única;0;0;162.25
30/04/2025;VIN DIESEL;1115;Serviços Profissionais;BLU    *CASSIO ANDRE D;Única;0;0;330.00
02/05/2025;VIN DIESEL;1115;Transporte;VIA SUL  FPAY;Única;0;0;5.50
04/05/2025;VIN DIESEL;1115;Relacionados a Automotivo;REDE MAIS;Única;0;0;252.29
05/05/2025;VIN DIESEL;1115;Relacionados a Automotivo;BUFFON 17;Única;0;0;10.99
06/05/2025;VIN DIESEL;1115;Departamento / Desconto;QUERO QUERO*QUERO-QUER;Única;0;0;10.48
06/05/2025;VIN DIESEL;1115;Supermercados / Mercearia / Padarias / Lojas de Conveniência;CASA DE CARNES GOEDEL;Única;0;0;68.13
07/05/2025;VIN DIESEL;1115;-;Estorno Tarifa;Única;0;0;-98.00
07/05/2025;VIN DIESEL;1115;-;Anuidade Diferenciada;8/12;0;0;98.00
