Data de Compra;Nome no Cartão;Final do Cartão;Categoria;Descrição;Parcela;Valor (em US$);Cotação (em R$);Valor (em R$)
12/10/2024;VIN DIESEL;1115;Departamento / Desconto;HUB*NETSHOES;8/10;0;0;52.99
28/10/2024;VIN DIESEL;1115;Assistência médica e odontológica;OPTICA RUDI;8/10;0;0;162.00
16/11/2024;VIN DIESEL;1115;Supermercados / Mercearia / Padarias / Lojas de Conveniência;COTRIJAL;7/10;0;0;48.49
12/05/2025;VIN DIESEL;1115;Relacionados a Automotivo;BUFFON 17;Única;0;0;15.99
15/05/2025;VIN DIESEL;1115;Restaurante / Lanchonete / Bar;RESTAURANTE PANELA VEL;Única;0;0;28.06
15/05/2025;VIN DIESEL;1115;Relacionados a Automotivo;ANTONIO CARLOS DA ROSA;Única;0;0;1150.00
15/05/2025;VIN DIESEL;1115;Relacionados a Automotivo;COMERCIAL BUFFON COMBU;Única;0;0;262.72
15/05/2025;VIN DIESEL;1115;Transporte;EGR;Única;0;0;4.90
15/05/2025;VIN DIESEL;1115;Relacionados a Automotivo;POSTOS COOPERCARGA;Única;0;0;89.24
16/05/2025;VIN DIESEL;1115;Relacionados a Automotivo;DELTA JANGADA;Única;0;0;29.46
16/05/2025;VIN DIESEL;1115;Transporte;VIA ARAUCARIA;Única;0;0;10.90
16/05/2025;VIN DIESEL;1115;Transporte;VIA ARAUCARIA;Única;0;0;8.70
16/05/2025;VIN DIESEL;1115;Supermercados / Mercearia / Padarias / Lojas de Conveniência;52972580HAMYNNIE;Única;0;0;82.00
16/05/2025;VIN DIESEL;1115;T&E Hotel;IBISBUDGETCURITIBACENT;Única;0;0;373.80
16/05/2025;VIN DIESEL;1115;Restaurante / Lanchonete / Bar;BRANGUS PUB E RESTAURA;Única;0;0;151.47
17/05/2025;VIN DIESEL;1115;Relacionados a Automotivo;ALLPARK EMPREENDIMENTO;Única;0;0;32.00
17/05/2025;VIN DIESEL;1115;Relacionados a Automotivo;HORA PARK;Única;0;0;35.00
17/05/2025;VIN DIESEL;1115;Relacionados a Automotivo;AUTO POSTO SAFRA LTDA;Única;0;0;226.58
17/05/2025;VIN DIESEL;1115;Transporte;VIA ARAUCARIA;Única;0;0;11.50
17/05/2025;VIN DIESEL;1115;Restaurante / Lanchonete / Bar;RESTAURANTE PASSA DOIS;Única;0;0;75.00
17/05/2025;VIN DIESEL;1115;Relacionados a Automotivo;POSTO COLPANI &  BOTTE;Única;0;0;149.79
20/05/2025;VIN DIESEL;1115;-;"Inclusao de Pagamento    ";Única;0;0;-8284.00
21/05/2025;VIN DIESEL;1115;Empresa para empresa;SUPER COPIAS;Única;0;0;46.15
21/05/2025;VIN DIESEL;1115;Transporte;EGR;Única;0;0;4.90
21/05/2025;VIN DIESEL;1115;Relacionados a Automotivo;POSTO TRADICAO;Única;0;0;200.00
