Data de Compra;Nome no Cartão;Final do Cartão;Categoria;Descrição;Parcela;Valor (em US$);Cotação (em R$);Valor (em R$)
27/09/2025;VIN DIESEL;1115;Supermercados / Mercearia / Padarias / Lojas de Conveniência;COTRIJAL;3/3;0;0;169.15
09/10/2025;VIN DIESEL;1115;Relacionados a Automotivo;SIMCAL LOJA;3/4;0;0;400.00
14/11/2025;VIN DIESEL;1115;Seguro;HDI SEGUROS SA;Única;0;0;382.16
14/11/2025;VIN DIESEL;1115;Relacionados a Automotivo;SIM-REDE DE POSTOS;Única;0;0;151.91
14/11/2025;VIN DIESEL;1115;Relacionados a Automotivo;COMERCIO DE COMBUSTIVE;Única;0;0;196.31
16/11/2025;VIN DIESEL;1115;Relacionados a Automotivo;AUTOPOSTOFORMULA;Única;0;0;203.01
16/11/2025;VIN DIESEL;1115;Restaurante / Lanchonete / Bar;TEMBIU PORA;Única;55.69;5.56;309.56
16/11/2025;VIN DIESEL;1115;Restaurante / Lanchonete / Bar;TEMBIU PORA;Única;0;0;10.83
16/11/2025;VIN DIESEL;1115;Relacionados a Automotivo;SANTO ANJO;Única;0;0;180.00
16/11/2025;VIN DIESEL;1115;Relacionados a Automotivo;SIM PF CIDADE NOVA;Única;0;0;148.11
20/11/2025;VIN DIESEL;1115;Supermercados / Mercearia / Padarias / Lojas de Conveniência;PADARIA VENEZA;Única;0;0;41.90
20/11/2025;VIN DIESEL;1115;Supermercados / Mercearia / Padarias / Lojas de Conveniência;PADARIA VENEZA;Única;0;0;13.50
21/11/2025;VIN DIESEL;1115;-;"Inclusao de Pagamento    ";Única;0;0;-13263.86
22/11/2025;VIN DIESEL;1115;Restaurante / Lanchonete / Bar;JAI FAIM RESTAURANTE E;Única;0;0;20.60
22/11/2025;VIN DIESEL;1115;Associação;STOK CENTER 80;Única;0;0;191.89
25/11/2025;VIN DIESEL;1115;Associação;STOK CENTER 20;Única;0;0;77.39
26/11/2025;VIN DIESEL;1115;Empresa para empresa;AMAZON MUSIC;Única;0;0;34.90
26/11/2025;VIN DIESEL;1115;Relacionados a Automotivo;BUFFON 17;Única;0;0;237.26
26/11/2025;VIN DIESEL;1115;Relacionados a Automotivo;BUFFON 17;Única;0;0;76.22
28/11/2025;VIN DIESEL;1115;Associação;STOK CENTER 50;Única;0;0;536.66
28/11/2025;VIN DIESEL;1115;Relacionados a Automotivo;POSTO DO ALEMO;Única;0;0;398.00
02/12/2025;VIN DIESEL;1115;Associação;STOK CENTER LOJA 38;Única;0;0;35.97
03/12/2025;VIN DIESEL;1115;Relacionados a Automotivo;SANDER CENTER;Única;0;0;274.22
03/12/2025;VIN DIESEL;1115;Associação;STOK CENTER 50;Única;0;0;678.67
04/12/2025;VIN DIESEL;1115;Elétrico;M3 ATACADISTA LTDA;Única;0;0;50.00
04/12/2025;VIN DIESEL;1115;Associação;MIX CENTER;Única;0;0;5.61
05/12/2025;VIN DIESEL;1115;Marketing Direto;FARRAPOS;Única;0;0;30.50
05/12/2025;VIN DIESEL;1115;Supermercados / Mercearia / Padarias / Lojas de Conveniência;SUPERMERCADO PORTAL;Única;0;0;251.41
05/12/2025;VIN DIESEL;1115;Supermercados / Mercearia / Padarias / Lojas de Conveniência;CASA DE CARNES GOEDEL;Única;0;0;407.28
06/12/2025;VIN DIESEL;1115;Restaurante / Lanchonete / Bar;WPS*PALAZZO EVENTOS;Única;0;0;12.00
06/12/2025;VIN DIESEL;1115;Restaurante / Lanchonete / Bar;PALAZZO;Única;0;0;30.00
09/12/2025;VIN DIESEL;1115;-;Anuidade Diferenciada;3/12;0;0;98.00
09/12/2025;VIN DIESEL;1115;-;Estorno Tarifa;Única;0;0;-98.00
09/12/2025;VIN DIESEL;1115;Assistência médica e odontológica;FARMACIA SAO JOAO;Única;0;0;14.90
10/12/2025;VIN DIESEL;1115;Supermercados / Mercearia / Padarias / Lojas de Conveniência;EVINO;Única;0;0;99.60
10/12/2025;VIN DIESEL;1115;Serviços de telecomunicações;PAYPAL *HEG US INC     40;Única;0;0;14.74
10/12/2025;VIN DIESEL;1115;Serviços de telecomunicações;PAYPAL *HEG US INC     40;Única;73.31;5.74;421.01
11/12/2025;VIN DIESEL;1115;Restaurante / Lanchonete / Bar;D ITALIA;Única;0;0;40.00
11/12/2025;VIN DIESEL;1115;Restaurante / Lanchonete / Bar;BOKA PASSO FUNDO DESDE;Única;0;0;110.00
03/07/2025;VIN DIESEL;1122;Departamento / Desconto;MP *EBAZARCOMBRLTDA;6/12;0;0;99.54
05/07/2025;VIN DIESEL;1122;Departamento / Desconto;MP *EBAZARCOMBRLTDA;6/12;0;0;133.25
12/07/2025;VIN DIESEL;1122;Departamento / Desconto;MLP*MAGALU-MAGAZINE LU;5/10;0;0;317.70
17/07/2025;VIN DIESEL;1122;Especialidade varejo;MERCADOPAGO *IMPERIOA;5/6;0;0;53.76
12/09/2025;VIN DIESEL;1122;Especialidade varejo;MERCADOLIVRE*SUMMER;3/3;0;0;109.96
22/09/2025;VIN DIESEL;1122;Empresa para empresa;MERCADOLIVRE*MERCADOL;3/3;0;0;189.66
22/09/2025;VIN DIESEL;1122;Casa / Escritório Mobiliário;MERCADO*TRAMADESIGNER;3/12;0;0;256.19
28/09/2025;VIN DIESEL;1122;Empresa para empresa;MERCADOLIVRE*NACIMENTO;3/3;0;0;30.32
08/10/2025;VIN DIESEL;1122;Relacionados a Automotivo;MERCADOLIVRE*MERCADOLI;3/3;0;0;28.53
22/10/2025;VIN DIESEL;1122;Especialidade varejo;MERCADO*IMPORMUSICA;2/5;0;0;231.30
22/10/2025;VIN DIESEL;1122;Especialidade varejo;MERCADOLIVRE*ECOMPATOS;2/3;0;0;50.01
30/10/2025;VIN DIESEL;1122;T&E Companhia aérea;UNITED AIRLINES INC;2/5;0;0;1258.95
14/11/2025;VIN DIESEL;1122;Seguro;PORTO SEGURO CIA SEG G;Única;0;0;48.00
18/11/2025;VIN DIESEL;1122;Departamento / Desconto;MAG*MAGALU-MAGAZINE LU;Única;0;0;83.99
19/11/2025;VIN DIESEL;1122;Elétrico;OPENAI                 SA;Única;6.01;5.62;33.75
19/11/2025;VIN DIESEL;1122;Elétrico;OPENAI                 SA;Única;0;0;1.18
20/11/2025;VIN DIESEL;1122;Marketing Direto;AMAZON BR;1/2;0;0;236.50
20/11/2025;VIN DIESEL;1122;Empresa para empresa;SERV. NUVEM INTELBRAS;Única;0;0;20.50
21/11/2025;VIN DIESEL;1122;Seguro;ALLIANZ SEGU*07 DE 10;Única;0;0;122.03
21/11/2025;VIN DIESEL;1122;Elétrico;OPENAI *CHATGPT SUBSCR SA;Única;0;0;3.93
21/11/2025;VIN DIESEL;1122;Elétrico;OPENAI *CHATGPT SUBSCR SA;Única;20.00;5.61;112.28
22/11/2025;VIN DIESEL;1122;Elétrico;OPENAI                 SA;Única;0;0;1.18
22/11/2025;VIN DIESEL;1122;Elétrico;OPENAI                 SA;Única;6.01;5.61;33.74
23/11/2025;VIN DIESEL;1122;Empresa para empresa;MERCADOLIVRE*PLANETAD;Única;0;0;93.90
25/11/2025;VIN DIESEL;1122;Elétrico;OPENAI                 SA;Única;0;0;1.20
25/11/2025;VIN DIESEL;1122;Elétrico;OPENAI                 SA;Única;6.04;5.68;34.29
01/12/2025;VIN DIESEL;1122;Elétrico;OPENAI                 SA;Única;0;0;1.18
01/12/2025;VIN DIESEL;1122;Elétrico;OPENAI                 SA;Única;6.03;5.61;33.85
04/12/2025;VIN DIESEL;1122;Elétrico;OPENAI                 SA;Única;0;0;1.18
